movieId,title,genres,year,clean_title,popularity_score,avg_rating
2048,"Great Mouse Detective, The (1986)",Animation|Children's,1986,"Great Mouse Detective, The",131,3.496183206
2049,"Happiest Millionaire, The (1967)",Comedy|Musical,1967,"Happiest Millionaire, The",37,3.324324324
2050,Herbie Goes Bananas (1980),Adventure|Children's|Comedy,1980,Herbie Goes Bananas,104,2.538461538
2051,Herbie Goes to Monte Carlo (1977),Adventure|Children's|Comedy,1977,Herbie Goes to Monte Carlo,101,2.554455446
2052,Hocus Pocus (1993),Children's|Comedy,1993,Hocus Pocus,183,2.868852459
2053,"Honey, I Blew Up the Kid (1992)",Children's|Comedy|Sci-Fi,1992,"Honey, I Blew Up the Kid",381,2.257217848
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi,1989,"Honey, I Shrunk the Kids",1045,2.933014354
2055,Hot Lead and Cold Feet (1978),Comedy|Western,1978,Hot Lead and Cold Feet,42,2.833333333
2056,In Search of the Castaways (1962),Adventure|Children's,1962,In Search of the Castaways,18,3.5
2057,"Incredible Journey, The (1963)",Adventure|Children's,1963,"Incredible Journey, The",91,3.340659341
2058,"Negotiator, The (1998)",Action|Thriller,1998,"Negotiator, The",799,3.608260325
2059,"Parent Trap, The (1998)",Children's|Drama,1998,"Parent Trap, The",268,3.28358209
2060,BASEketball (1998),Comedy,1998,BASEketball,183,2.994535519
2061,Full Tilt Boogie (1997),Documentary,1997,Full Tilt Boogie,7,3.571428571
2062,"Governess, The (1998)",Drama|Romance,1998,"Governess, The",70,3.2
2063,Seventh Heaven (Le Septième ciel) (1997),Drama|Romance,1997,Seventh Heaven (Le Septième ciel),8,2.5
2064,Roger & Me (1989),Comedy|Documentary,1989,Roger & Me,798,4.073934837
2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance,1985,"Purple Rose of Cairo, The",479,3.599164927
2066,Out of the Past (1947),Film-Noir,1947,Out of the Past,106,4.150943396
2067,Doctor Zhivago (1965),Drama|Romance|War,1965,Doctor Zhivago,564,4.065602837
2068,Fanny and Alexander (1982),Drama,1982,Fanny and Alexander,128,3.8828125
2069,"Trip to Bountiful, The (1985)",Drama,1985,"Trip to Bountiful, The",140,3.785714286
2070,Tender Mercies (1983),Drama,1983,Tender Mercies,264,3.90530303
2071,And the Band Played On (1993),Drama,1993,And the Band Played On,171,3.929824561
2072,"'burbs, The (1989)",Comedy,1989,"'burbs, The",303,2.910891089
2073,Fandango (1985),Comedy,1985,Fandango,66,3.666666667
2074,"Night Porter, The (Il Portiere di notte) (1974)",Drama,1974,"Night Porter, The (Il Portiere di notte)",21,3.523809524
2075,Mephisto (1981),Drama|War,1981,Mephisto,81,3.740740741
2076,Blue Velvet (1986),Drama|Mystery,1986,Blue Velvet,654,3.762996942
2077,"Journey of Natty Gann, The (1985)",Adventure|Children's,1985,"Journey of Natty Gann, The",154,3.493506494
2078,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical,1967,"Jungle Book, The",664,3.81626506
2079,Kidnapped (1960),Children's|Drama,1960,Kidnapped,14,3.571428571
2080,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,1955,Lady and the Tramp,864,3.804398148
2081,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,1989,"Little Mermaid, The",1035,3.756521739
2082,"Mighty Ducks, The (1992)",Children's|Comedy,1992,"Mighty Ducks, The",361,2.886426593
2083,"Muppet Christmas Carol, The (1992)",Children's|Musical,1992,"Muppet Christmas Carol, The",262,3.606870229
2084,Newsies (1992),Children's|Musical,1992,Newsies,93,3.129032258
2085,101 Dalmatians (1961),Animation|Children's,1961,101 Dalmatians,565,3.596460177
2086,One Magic Christmas (1985),Drama|Fantasy,1985,One Magic Christmas,29,3.551724138
2087,Peter Pan (1953),Animation|Children's|Fantasy|Musical,1953,Peter Pan,594,3.65993266
2088,Popeye (1980),Adventure|Comedy|Musical,1980,Popeye,471,2.59447983
2089,"Rescuers Down Under, The (1990)",Animation|Children's,1990,"Rescuers Down Under, The",239,3.19665272
2090,"Rescuers, The (1977)",Animation|Children's,1977,"Rescuers, The",249,3.473895582
2091,Return from Witch Mountain (1978),Children's|Sci-Fi,1978,Return from Witch Mountain,186,2.849462366
2092,"Return of Jafar, The (1993)",Animation|Children's|Musical,1993,"Return of Jafar, The",163,2.435582822
2093,Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi,1985,Return to Oz,276,2.851449275
2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,1991,"Rocketeer, The",736,3.108695652
2095,"Shaggy D.A., The (1976)",Children's|Comedy,1976,"Shaggy D.A., The",113,2.973451327
2096,Sleeping Beauty (1959),Animation|Children's|Musical,1959,Sleeping Beauty,511,3.71037182
2097,Something Wicked This Way Comes (1983),Children's|Horror,1983,Something Wicked This Way Comes,213,3.488262911
2098,Son of Flubber (1963),Children's|Comedy,1963,Son of Flubber,76,3.144736842
2099,Song of the South (1946),Adventure|Animation|Children's|Musical,1946,Song of the South,221,3.601809955
2100,Splash (1984),Comedy|Fantasy|Romance,1984,Splash,1163,3.430782459
2101,Squanto: A Warrior's Tale (1994),Adventure|Drama,1994,Squanto: A Warrior's Tale,15,3.533333333
2102,Steamboat Willie (1940),Animation|Children's|Comedy|Musical,1940,Steamboat Willie,197,3.385786802
2103,Tall Tale (1994),Adventure|Children's,1994,Tall Tale,37,3.081081081
2104,Tex (1982),Drama,1982,Tex,53,3.339622642
2105,Tron (1982),Action|Adventure|Fantasy|Sci-Fi,1982,Tron,970,3.355670103
2106,Swing Kids (1993),Drama|War,1993,Swing Kids,185,3.297297297
2107,Halloween: H20 (1998),Horror|Thriller,1998,Halloween: H20,199,2.688442211
2108,L.A. Story (1991),Comedy|Romance,1991,L.A. Story,825,3.706666667
2109,"Jerk, The (1979)",Comedy,1979,"Jerk, The",573,3.743455497
2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,1982,Dead Men Don't Wear Plaid,367,3.264305177
2111,"Man with Two Brains, The (1983)",Comedy,1983,"Man with Two Brains, The",312,3.227564103
2112,Grand Canyon (1991),Crime|Drama,1991,Grand Canyon,346,3.488439306
2113,Graveyard Shift (1990),Horror|Thriller,1990,Graveyard Shift,79,2.151898734
2114,"Outsiders, The (1983)",Drama,1983,"Outsiders, The",256,3.6875
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure,1984,Indiana Jones and the Temple of Doom,1127,3.676131322
2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi,1978,"Lord of the Rings, The",438,3.333333333
2117,Nineteen Eighty-Four (1984),Drama|Sci-Fi,1984,Nineteen Eighty-Four,278,3.71942446
2118,"Dead Zone, The (1983)",Horror|Thriller,1983,"Dead Zone, The",363,3.702479339
2119,Maximum Overdrive (1986),Horror,1986,Maximum Overdrive,147,2.272108844
2120,Needful Things (1993),Drama|Horror,1993,Needful Things,242,2.94214876
2121,Cujo (1983),Horror|Thriller,1983,Cujo,245,2.730612245
2122,Children of the Corn (1984),Horror|Thriller,1984,Children of the Corn,233,2.446351931
2123,All Dogs Go to Heaven (1989),Animation|Children's,1989,All Dogs Go to Heaven,215,2.869767442
2124,"Addams Family, The (1991)",Comedy,1991,"Addams Family, The",714,3.169467787
2125,Ever After: A Cinderella Story (1998),Drama|Romance,1998,Ever After: A Cinderella Story,416,3.713942308
2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller,1998,Snake Eyes,495,2.745454545
2127,"First Love, Last Rites (1997)",Drama|Romance,1997,"First Love, Last Rites",4,3.5
2128,Safe Men (1998),Comedy,1998,Safe Men,25,3.32
2129,"Saltmen of Tibet, The (1997)",Documentary,1997,"Saltmen of Tibet, The",8,3.75
2130,Atlantic City (1980),Crime|Drama|Romance,1980,Atlantic City,304,3.832236842
2131,Autumn Sonata (Höstsonaten ) (1978),Drama,1978,Autumn Sonata (Höstsonaten ),30,3.733333333
2132,Who's Afraid of Virginia Woolf? (1966),Drama,1966,Who's Afraid of Virginia Woolf?,297,4.074074074
2133,Adventures in Babysitting (1987),Adventure|Comedy,1987,Adventures in Babysitting,541,3.275415896
2134,Weird Science (1985),Comedy,1985,Weird Science,510,3.423529412
2135,Doctor Dolittle (1967),Adventure|Musical,1967,Doctor Dolittle,238,3.201680672
2136,"Nutty Professor, The (1963)",Comedy,1963,"Nutty Professor, The",222,3.148648649
2137,Charlotte's Web (1973),Animation|Children's,1973,Charlotte's Web,497,3.822937626
2138,Watership Down (1978),Animation|Children's|Drama|Fantasy,1978,Watership Down,305,3.842622951
2139,"Secret of NIMH, The (1982)",Animation|Children's,1982,"Secret of NIMH, The",369,3.850948509
2140,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi,1982,"Dark Crystal, The",710,3.652112676
2141,"American Tail, An (1986)",Animation|Children's|Comedy,1986,"American Tail, An",404,3.428217822
2142,"American Tail: Fievel Goes West, An (1991)",Animation|Children's|Comedy,1991,"American Tail: Fievel Goes West, An",201,2.830845771
2143,Legend (1985),Adventure|Fantasy|Romance,1985,Legend,355,3.270422535
2144,Sixteen Candles (1984),Comedy,1984,Sixteen Candles,719,3.710709318
2145,Pretty in Pink (1986),Comedy|Drama|Romance,1986,Pretty in Pink,693,3.366522367
2146,St. Elmo's Fire (1985),Drama|Romance,1985,St. Elmo's Fire,352,3.110795455
2147,"Clan of the Cave Bear, The (1986)",Drama,1986,"Clan of the Cave Bear, The",231,2.54978355
2148,House (1986),Comedy|Horror,1986,House,166,2.885542169
2149,House II: The Second Story (1987),Comedy|Horror,1987,House II: The Second Story,103,2.252427184
2150,"Gods Must Be Crazy, The (1980)",Comedy,1980,"Gods Must Be Crazy, The",695,3.726618705
2151,"Gods Must Be Crazy II, The (1989)",Comedy,1989,"Gods Must Be Crazy II, The",128,3.171875
2152,Air Bud: Golden Receiver (1998),Children's|Comedy,1998,Air Bud: Golden Receiver,69,2.115942029
2153,"Avengers, The (1998)",Action|Adventure,1998,"Avengers, The",288,1.996527778
2154,How Stella Got Her Groove Back (1998),Drama|Romance,1998,How Stella Got Her Groove Back,140,2.785714286
2155,"Slums of Beverly Hills, The (1998)",Comedy,1998,"Slums of Beverly Hills, The",267,3.314606742
2156,"Best Man, The (Il Testimone dello sposo) (1997)",Comedy|Drama,1997,"Best Man, The (Il Testimone dello sposo)",9,3.777777778
2157,"Chambermaid on the Titanic, The (1998)",Romance,1998,"Chambermaid on the Titanic, The",20,3.25
2158,"Henry: Portrait of a Serial Killer, Part 2 (1996)",Crime|Horror,1996,"Henry: Portrait of a Serial Killer, Part 2",20,2.6
2159,Henry: Portrait of a Serial Killer (1990),Crime|Horror,1990,Henry: Portrait of a Serial Killer,219,3.479452055
2160,Rosemary's Baby (1968),Horror|Thriller,1968,Rosemary's Baby,712,3.818820225
2161,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,1984,"NeverEnding Story, The",699,3.605150215
2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children's|Fantasy,1990,"NeverEnding Story II: The Next Chapter, The",177,2.412429379
2163,Attack of the Killer Tomatoes! (1980),Comedy|Horror,1980,Attack of the Killer Tomatoes!,206,2.606796117
2164,Surf Nazis Must Die (1987),Drama,1987,Surf Nazis Must Die,20,2.05
2165,Your Friends and Neighbors (1998),Drama,1998,Your Friends and Neighbors,109,3.376146789
2166,Return to Paradise (1998),Drama|Romance,1998,Return to Paradise,144,3.520833333
2167,Blade (1998),Action|Adventure|Horror,1998,Blade,809,3.477132262
2168,Dance with Me (1998),Drama|Romance,1998,Dance with Me,79,3.075949367
2169,Dead Man on Campus (1998),Comedy,1998,Dead Man on Campus,130,2.676923077
2170,Wrongfully Accused (1998),Action|Comedy,1998,Wrongfully Accused,123,2.552845528
2171,"Next Stop, Wonderland (1998)",Comedy|Drama|Romance,1998,"Next Stop, Wonderland",196,3.68877551
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy,1998,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird)",4,3.25
2173,"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi,1988,"Navigator: A Mediaeval Odyssey, The",110,3.563636364
2174,Beetlejuice (1988),Comedy|Fantasy,1988,Beetlejuice,1495,3.567892977
2175,Déjà Vu (1997),Drama|Romance,1997,Déjà Vu,18,3.833333333
2176,Rope (1948),Thriller,1948,Rope,191,3.895287958
2177,Family Plot (1976),Comedy|Thriller,1976,Family Plot,83,3.21686747
2178,Frenzy (1972),Thriller,1972,Frenzy,95,3.663157895
2179,Topaz (1969),Thriller,1969,Topaz,39,3.153846154
2180,Torn Curtain (1966),Thriller,1966,Torn Curtain,58,3.327586207
2181,Marnie (1964),Thriller,1964,Marnie,118,3.56779661
2182,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller,1956,"Wrong Man, The",98,3.581632653
2183,"Man Who Knew Too Much, The (1956)",Thriller,1956,"Man Who Knew Too Much, The",179,3.932960894
2184,"Trouble with Harry, The (1955)",Mystery|Thriller,1955,"Trouble with Harry, The",147,3.598639456
2185,I Confess (1953),Thriller,1953,I Confess,17,3.588235294
2186,Strangers on a Train (1951),Film-Noir|Thriller,1951,Strangers on a Train,482,4.304979253
2187,Stage Fright (1950),Mystery|Thriller,1950,Stage Fright,26,3.576923077
2188,54 (1998),Drama,1998,54,259,2.764478764
2189,I Married A Strange Person (1997),Animation,1997,I Married A Strange Person,21,3.714285714
2190,Why Do Fools Fall In Love? (1998),Drama,1998,Why Do Fools Fall In Love?,52,2.846153846
2191,"Merry War, A (1997)",Comedy,1997,"Merry War, A",10,2.8
2192,See the Sea (Regarde la mer) (1997),Drama,1997,See the Sea (Regarde la mer),7,3.285714286
2193,Willow (1988),Action|Adventure|Fantasy,1988,Willow,802,3.496259352
2194,"Untouchables, The (1987)",Action|Crime|Drama,1987,"Untouchables, The",1127,4.007985803
2195,Dirty Work (1998),Comedy,1998,Dirty Work,135,3.007407407
2196,Knock Off (1998),Action,1998,Knock Off,27,2.444444444
2197,Firelight (1997),Drama,1997,Firelight,11,4.181818182
2198,Modulations (1998),Documentary,1998,Modulations,2,4
2199,Phoenix (1998),Crime|Drama,1998,Phoenix,,
2200,Under Capricorn (1949),Drama,1949,Under Capricorn,8,2.5
2201,"Paradine Case, The (1947)",Drama,1947,"Paradine Case, The",20,3.4
2202,Lifeboat (1944),Drama|Thriller|War,1944,Lifeboat,213,3.943661972
2203,Shadow of a Doubt (1943),Film-Noir|Thriller,1943,Shadow of a Doubt,233,4.270386266
2204,Saboteur (1942),Thriller,1942,Saboteur,89,3.820224719
2205,Mr. & Mrs. Smith (1941),Comedy,1941,Mr. & Mrs. Smith,33,3.515151515
2206,Suspicion (1941),Mystery|Thriller,1941,Suspicion,167,4.011976048
2207,Jamaica Inn (1939),Drama,1939,Jamaica Inn,8,2.875
2208,"Lady Vanishes, The (1938)",Comedy|Mystery|Romance|Thriller,1938,"Lady Vanishes, The",199,4.185929648
2209,Young and Innocent (1937),Crime|Thriller,1937,Young and Innocent,10,3.3
2210,Sabotage (1936),Thriller,1936,Sabotage,54,3.703703704
2211,Secret Agent (1936),Thriller,1936,Secret Agent,19,3.526315789
2212,"Man Who Knew Too Much, The (1934)",Thriller,1934,"Man Who Knew Too Much, The",128,3.8359375
2213,Waltzes from Vienna (1933),Comedy|Musical,1933,Waltzes from Vienna,1,1
2214,Number Seventeen (1932),Thriller,1932,Number Seventeen,1,3
2215,Rich and Strange (1932),Comedy|Romance,1932,Rich and Strange,12,3.5
2216,"Skin Game, The (1931)",Drama,1931,"Skin Game, The",,
2217,Elstree Calling (1930),Comedy|Musical,1930,Elstree Calling,1,1
2218,Juno and Paycock (1930),Drama,1930,Juno and Paycock,1,2
2219,Murder! (1930),Mystery|Thriller,1930,Murder!,10,3.4
2220,"Manxman, The (1929)",Drama,1929,"Manxman, The",,
2221,Blackmail (1929),Thriller,1929,Blackmail,11,3.090909091
2222,Champagne (1928),Comedy,1928,Champagne,,
2223,"Farmer's Wife, The (1928)",Comedy,1928,"Farmer's Wife, The",3,3.333333333
2224,Downhill (1927),Drama,1927,Downhill,,
2225,Easy Virtue (1927),Drama,1927,Easy Virtue,,
2226,"Ring, The (1927)",Drama,1927,"Ring, The",1,3
2227,"Lodger, The (1926)",Thriller,1926,"Lodger, The",21,3.523809524
2228,"Mountain Eagle, The (1926)",Drama,1926,"Mountain Eagle, The",,
2229,"Pleasure Garden, The (1925)",Drama,1925,"Pleasure Garden, The",,
2230,Always Tell Your Wife (1923),Comedy,1923,Always Tell Your Wife,,
2231,Rounders (1998),Crime|Drama,1998,Rounders,345,3.608695652
2232,Cube (1997),Sci-Fi|Thriller,1997,Cube,233,3.467811159
2233,Digging to China (1998),Drama,1998,Digging to China,5,1.6
2234,Let's Talk About Sex (1998),Drama,1998,Let's Talk About Sex,8,1.875
2235,One Man's Hero (1999),Drama|War,1999,One Man's Hero,1,2
2236,Simon Birch (1998),Drama,1998,Simon Birch,202,3.608910891
2237,Without Limits (1998),Drama,1998,Without Limits,44,3.590909091
2238,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama,1976,Seven Beauties (Pasqualino Settebellezze),77,3.831168831
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama,1975,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),97,3.742268041
2240,My Bodyguard (1980),Drama,1980,My Bodyguard,238,3.508403361
2241,Class (1983),Comedy,1983,Class,129,2.775193798
2242,"Grandview, U.S.A. (1984)",Drama,1984,"Grandview, U.S.A.",6,2.5
2243,Broadcast News (1987),Comedy|Drama|Romance,1987,Broadcast News,789,3.747782003
2244,"Allnighter, The (1987)",Comedy|Romance,1987,"Allnighter, The",7,1.857142857
2245,Working Girl (1988),Comedy|Drama,1988,Working Girl,514,3.414396887
2246,Stars and Bars (1988),Comedy,1988,Stars and Bars,14,2.714285714
2247,Married to the Mob (1988),Comedy,1988,Married to the Mob,365,3.093150685
2248,Say Anything... (1989),Comedy|Drama|Romance,1989,Say Anything...,914,4.01750547
2249,My Blue Heaven (1990),Comedy,1990,My Blue Heaven,239,3.192468619
2250,Men Don't Leave (1990),Drama,1990,Men Don't Leave,62,3.14516129
2251,"Cabinet of Dr. Ramirez, The (1991)",Comedy,1991,"Cabinet of Dr. Ramirez, The",2,3.5
2252,Hero (1992),Comedy|Drama,1992,Hero,186,3.016129032
2253,Toys (1992),Action|Comedy|Fantasy,1992,Toys,440,2.563636364
2254,Choices (1981),Drama,1981,Choices,1,2
2255,Young Doctors in Love (1982),Comedy,1982,Young Doctors in Love,79,2.607594937
2256,Parasite (1982),Horror|Sci-Fi,1982,Parasite,24,2.375
2257,No Small Affair (1984),Comedy|Romance,1984,No Small Affair,17,2.941176471
2258,Master Ninja I (1984),Action,1984,Master Ninja I,2,3
2259,Blame It on Rio (1984),Comedy|Romance,1984,Blame It on Rio,201,2.71641791
2260,Wisdom (1986),Action|Crime,1986,Wisdom,49,2.795918367
2261,One Crazy Summer (1986),Comedy,1986,One Crazy Summer,161,3.329192547
2262,About Last Night... (1986),Comedy|Drama|Romance,1986,About Last Night...,326,3.156441718
2263,"Seventh Sign, The (1988)",Thriller,1988,"Seventh Sign, The",175,3.102857143
2264,We're No Angels (1989),Drama,1989,We're No Angels,83,2.590361446
2265,Nothing But Trouble (1991),Adventure|Comedy,1991,Nothing But Trouble,83,2
2266,"Butcher's Wife, The (1991)",Comedy|Romance,1991,"Butcher's Wife, The",195,2.871794872
2267,Mortal Thoughts (1991),Mystery|Thriller,1991,Mortal Thoughts,74,2.945945946
2268,"Few Good Men, A (1992)",Crime|Drama,1992,"Few Good Men, A",1061,3.931196984
2269,Indecent Proposal (1993),Drama,1993,Indecent Proposal,217,2.737327189
2270,"Century of Cinema, A (1994)",Documentary,1994,"Century of Cinema, A",,
2271,Permanent Midnight (1998),Drama,1998,Permanent Midnight,76,3.289473684
2272,One True Thing (1998),Drama,1998,One True Thing,112,3.455357143
2273,Rush Hour (1998),Action|Thriller,1998,Rush Hour,627,3.566188198
2274,Lilian's Story (1995),Drama,1995,Lilian's Story,,
2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi,1998,Six-String Samurai,71,3.366197183
2276,"Soldier's Daughter Never Cries, A (1998)",Drama,1998,"Soldier's Daughter Never Cries, A",70,3.714285714
2277,Somewhere in the City (1997),Drama,1997,Somewhere in the City,1,2
2278,Ronin (1998),Action|Crime|Thriller,1998,Ronin,806,3.527295285
2279,Urban Legend (1998),Horror|Thriller,1998,Urban Legend,226,2.716814159
2280,Clay Pigeons (1998),Crime,1998,Clay Pigeons,125,3.432
2281,Monument Ave. (1998),Crime,1998,Monument Ave.,11,3.454545455
2282,Pecker (1998),Comedy|Drama,1998,Pecker,316,3.518987342
2283,"Sheltering Sky, The (1990)",Drama,1990,"Sheltering Sky, The",61,2.918032787
2284,Bandit Queen (1994),Drama,1994,Bandit Queen,43,3.790697674
2285,If.... (1968),Drama,1968,If....,54,3.888888889
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,1980,"Fiendish Plot of Dr. Fu Manchu, The",43,2.511627907
2287,Them! (1954),Sci-Fi|Thriller|War,1954,Them!,280,3.439285714
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,1982,"Thing, The",741,3.785425101
2289,"Player, The (1992)",Comedy|Drama,1992,"Player, The",978,3.963190184
2290,Stardust Memories (1980),Comedy|Drama,1980,Stardust Memories,121,3.280991736
2291,Edward Scissorhands (1990),Drama|Romance,1990,Edward Scissorhands,1473,3.592668024
2292,Overnight Delivery (1996),Romance,1996,Overnight Delivery,20,2.5
2293,Shadrach (1998),Drama,1998,Shadrach,25,3.24
2294,Antz (1998),Animation|Children's,1998,Antz,645,3.48372093
2295,"Impostors, The (1998)",Comedy,1998,"Impostors, The",74,3.810810811
2296,"Night at the Roxbury, A (1998)",Comedy,1998,"Night at the Roxbury, A",144,2.381944444
2297,What Dreams May Come (1998),Drama|Romance,1998,What Dreams May Come,355,3.107042254
2298,Strangeland (1998),Thriller,1998,Strangeland,15,1.866666667
2299,"Battle of the Sexes, The (1959)",Comedy,1959,"Battle of the Sexes, The",4,3.75
2300,"Producers, The (1968)",Comedy|Musical,1968,"Producers, The",658,4.1443769
2301,History of the World: Part I (1981),Comedy,1981,History of the World: Part I,371,3.590296496
2302,My Cousin Vinny (1992),Comedy,1992,My Cousin Vinny,1086,3.784530387
2303,Nashville (1975),Drama|Musical,1975,Nashville,325,3.92
2304,Love Is the Devil (1998),Drama,1998,Love Is the Devil,7,3.571428571
2305,Slam (1998),Drama,1998,Slam,25,3.48
2306,Holy Man (1998),Comedy,1998,Holy Man,90,2.488888889
2307,One Tough Cop (1998),Action|Drama,1998,One Tough Cop,38,2.631578947
2308,Detroit 9000 (1973),Action|Crime,1973,Detroit 9000,1,2
2309,"Inheritors, The (Die Siebtelbauern) (1998)",Drama,1998,"Inheritors, The (Die Siebtelbauern)",2,4.5
2310,"Mighty, The (1998)",Drama,1998,"Mighty, The",134,3.798507463
2311,2010 (1984),Mystery|Sci-Fi,1984,2010,470,3.417021277
2312,Children of a Lesser God (1986),Drama,1986,Children of a Lesser God,331,3.827794562
2313,"Elephant Man, The (1980)",Drama,1980,"Elephant Man, The",457,4.013129103
2314,Beloved (1998),Drama,1998,Beloved,104,3.134615385
2315,Bride of Chucky (1998),Horror|Thriller,1998,Bride of Chucky,147,2.367346939
2316,Practical Magic (1998),Drama|Romance,1998,Practical Magic,236,2.983050847
2317,"Alarmist, The (1997)",Comedy,1997,"Alarmist, The",8,2.625
2318,Happiness (1998),Comedy,1998,Happiness,320,3.903125
2319,Reach the Rock (1997),Comedy,1997,Reach the Rock,,
2320,Apt Pupil (1998),Drama|Thriller,1998,Apt Pupil,187,3.106951872
2321,Pleasantville (1998),Comedy,1998,Pleasantville,1158,3.696891192
2322,Soldier (1998),Action|Adventure|Sci-Fi|Thriller|War,1998,Soldier,290,2.931034483
2323,"Cruise, The (1998)",Documentary,1998,"Cruise, The",35,3.942857143
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama,1997,Life Is Beautiful (La Vita è bella),1152,4.329861111
2325,Orgazmo (1997),Comedy,1997,Orgazmo,119,3.134453782
2326,Shattered Image (1998),Drama|Thriller,1998,Shattered Image,12,3
2327,Tales from the Darkside: The Movie (1990),Horror,1990,Tales from the Darkside: The Movie,100,2.85
2328,Vampires (1998),Horror,1998,Vampires,173,2.849710983
2329,American History X (1998),Drama,1998,American History X,640,4.2265625
2330,Hands on a Hard Body (1996),Documentary,1996,Hands on a Hard Body,92,4.163043478
2331,Living Out Loud (1998),Comedy|Romance,1998,Living Out Loud,179,3.223463687
2332,Belly (1998),Crime|Drama,1998,Belly,8,3.25
2333,Gods and Monsters (1998),Drama,1998,Gods and Monsters,578,3.813148789
2334,"Siege, The (1998)",Action|Thriller,1998,"Siege, The",386,3.124352332
2335,"Waterboy, The (1998)",Comedy,1998,"Waterboy, The",420,2.926190476
2336,Elizabeth (1998),Drama,1998,Elizabeth,938,4.029850746
2337,Velvet Goldmine (1998),Drama,1998,Velvet Goldmine,126,3.206349206
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,1998,I Still Know What You Did Last Summer,295,2.203389831
2339,I'll Be Home For Christmas (1998),Comedy|Romance,1998,I'll Be Home For Christmas,27,2.925925926
2340,Meet Joe Black (1998),Romance,1998,Meet Joe Black,344,3.252906977
2341,Dancing at Lughnasa (1998),Drama,1998,Dancing at Lughnasa,44,3.272727273
2342,Hard Core Logo (1996),Comedy,1996,Hard Core Logo,11,3.727272727
2343,"Naked Man, The (1998)",Drama,1998,"Naked Man, The",2,2
2344,Runaway Train (1985),Action|Adventure|Drama|Thriller,1985,Runaway Train,201,3.422885572
2345,Desert Bloom (1986),Drama,1986,Desert Bloom,43,3.372093023
2346,"Stepford Wives, The (1975)",Sci-Fi|Thriller,1975,"Stepford Wives, The",300,3.306666667
2347,"Pope of Greenwich Village, The (1984)",Action,1984,"Pope of Greenwich Village, The",95,3.736842105
2348,Sid and Nancy (1986),Drama,1986,Sid and Nancy,304,3.552631579
2349,Mona Lisa (1986),Comedy|Thriller,1986,Mona Lisa,167,3.610778443
2350,Heart Condition (1990),Comedy,1990,Heart Condition,19,2.789473684
2351,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama,1957,Nights of Cabiria (Le Notti di Cabiria),111,4.207207207
2352,"Big Chill, The (1983)",Comedy|Drama,1983,"Big Chill, The",838,3.874701671
2353,Enemy of the State (1998),Action|Thriller,1998,Enemy of the State,988,3.687246964
2354,"Rugrats Movie, The (1998)",Animation|Children's|Comedy,1998,"Rugrats Movie, The",141,2.780141844
2355,"Bug's Life, A (1998)",Animation|Children's|Comedy,1998,"Bug's Life, A",1703,3.854374633
2356,Celebrity (1998),Comedy,1998,Celebrity,96,2.895833333
2357,Central Station (Central do Brasil) (1998),Drama,1998,Central Station (Central do Brasil),215,4.28372093
2358,Savior (1998),Drama,1998,Savior,4,4
2359,Waking Ned Devine (1998),Comedy,1998,Waking Ned Devine,703,3.879089616
2360,"Celebration, The (Festen) (1998)",Drama,1998,"Celebration, The (Festen)",117,4.307692308
2361,Pink Flamingos (1972),Comedy,1972,Pink Flamingos,158,3.240506329
2362,Glen or Glenda (1953),Drama,1953,Glen or Glenda,53,2.849056604
2363,Godzilla (Gojira) (1954),Action|Sci-Fi,1954,Godzilla (Gojira),301,3.318936877
2364,Godzilla (Gojira) (1984),Action|Sci-Fi,1984,Godzilla (Gojira),121,2.776859504
